mpg,cylinders,displacement,horsepower,weight,acceleration,year,origin,name
-0.7055506566787513,8,1.0892327311043006,0.6727425927297328,0.6300768256149947,-1.2938698102195538,70,1,chevrolet chevelle malibu
-1.0893794720944743,8,1.5016242793620076,1.588266656497335,0.8532590135498569,-1.4751810504376317,70,1,buick skylark 320
-0.7055506566787513,8,1.1947282434492954,1.195899200596934,0.5497784722839332,-1.6564922906557096,70,1,plymouth satellite
-0.9614365336225666,8,1.0604612277374839,1.195899200596934,0.5462358978722687,-1.2938698102195538,70,1,amc rebel sst
-0.8334935951506589,8,1.0412802254929394,0.9343208966633334,0.5651296280678125,-1.8378035308737874,70,1,ford torino
-1.0893794720944743,8,2.259273868021516,2.451475059478217,1.6184550864693843,-2.019114771091865,70,1,ford galaxie 500
-1.217322410566382,8,2.4990363960783224,3.026947328132138,1.6338062422532638,-2.381737251528021,70,1,chevrolet impala
-1.217322410566382,8,2.3647693803665106,2.896158176165338,1.5842102004899612,-2.5630484917460987,70,1,plymouth fury iii
-1.217322410566382,8,2.5086268972005947,3.1577364800989387,1.7176471699959899,-2.019114771091865,70,1,pontiac catalina
-1.0893794720944743,8,1.885244324252898,2.2422124163313364,1.0386537410936312,-2.5630484917460987,70,1,amc ambassador dpl
-1.0893794720944743,8,1.8181108163969921,1.7190558084641352,0.6997474557110628,-2.019114771091865,70,1,dodge challenger se
-1.217322410566382,8,1.4057192681392852,1.4574775045305346,0.7540669300232514,-2.7443597319641766,70,1,plymouth 'cuda 340
-1.0893794720944743,8,1.9811493354756204,1.195899200596934,0.9335573668809184,-2.200426011309943,70,1,chevrolet monte carlo
-1.217322410566382,8,2.5086268972005947,3.1577364800989387,0.13647812425641057,-2.019114771091865,70,1,buick estate wagon (sw)
0.06210697415269511,4,-0.7713244866165171,-0.24278147103786937,-0.7066545857197355,-0.20600236891108692,70,3,toyota corona mark ii
-0.19377890279112028,6,0.043868108776624726,-0.24278147103786937,-0.1622789844606272,-0.02469112869300909,70,1,plymouth duster
-0.7055506566787513,6,0.05345860989889698,-0.19046581025114925,-0.2319496145566953,-0.02469112869300909,70,1,amc hornet
-0.321721841263028,6,0.06304911102116924,-0.50435977497147,-0.4527700862171145,0.15662011152506874,70,1,ford maverick
0.44593578956841823,4,-0.9247725045728732,-0.4258862837913898,-0.9924222549273368,-0.38731360912916474,70,3,datsun pl510
0.31799285109651054,4,-0.9247725045728732,-1.5245151603125124,-1.3407754054076773,1.7884212734877691,70,2,volkswagen 1131 deluxe sedan
0.19004991262460283,4,-0.8000959899833339,-0.4520441141847499,-0.3523971445532876,0.7005538321793022,70,2,peugeot 504
0.06210697415269511,4,-0.8288674933501506,-0.3735706230046697,-0.638164813760889,-0.38731360912916474,70,2,audi 100 ls
0.19004991262460283,4,-0.8576389967169673,-0.24278147103786937,-0.703112011308071,0.7005538321793022,70,2,saab 99e
0.31799285109651054,4,-0.694600477638339,0.22805947604261173,-0.8696130086563015,-1.112558570001476,70,2,bmw 2002
-0.321721841263028,6,0.05345860989889698,-0.3735706230046697,-0.3807377398466034,-0.20600236891108692,70,1,amc gremlin
-1.7290941644540128,8,1.5975292905847303,2.896158176165338,1.9420102160680734,-0.5686248493472426,70,1,ford f250
-1.7290941644540128,8,1.0892327311043006,2.503790720264937,1.6597851212721366,-0.20600236891108692,70,1,chevy c20
-1.601151225982105,8,1.1947282434492954,2.7653690241985376,1.6668702700954656,-0.7499360895653204,70,1,dodge d200
-1.8570371029259205,8,1.0604612277374839,2.320685907511417,2.080170618122988,1.0631763126154579,70,1,hi 1200d
0.44593578956841823,4,-0.9247725045728732,-0.4258862837913898,-0.9924222549273368,-0.38731360912916474,71,3,datsun pl510
0.5738787280403259,4,-0.5123809563151661,-0.3735706230046697,-0.8341872645396567,-0.02469112869300909,71,1,chevrolet vega 2300
0.19004991262460283,4,-0.7713244866165171,-0.24278147103786937,-0.8766981574796305,-0.5686248493472426,71,3,toyota corona
0.19004991262460283,4,-0.9151820034506009,-0.3212549622179496,-1.0916143384539423,1.2444875528335357,71,1,ford pinto
-0.5776077182068435,6,0.3699451469338814,-0.11199231907106907,-0.39726975376770435,-0.9312473297833982,71,1,amc gremlin
-0.9614365336225666,6,0.30281163907797565,0.01879683289573123,0.5533210466955977,-0.02469112869300909,71,1,plymouth satellite custom
-0.8334935951506589,6,0.542574167134782,-0.11199231907106907,0.4234266516012334,-0.02469112869300909,71,1,chevrolet chevelle malibu
-0.5776077182068435,6,0.542574167134782,-0.4258862837913898,0.39154348189625304,-0.02469112869300909,71,1,ford torino 500
-0.7055506566787513,6,0.3699451469338814,-0.11199231907106907,0.37501146797515217,-0.02469112869300909,71,1,amc matador
-1.217322410566382,8,1.5016242793620076,1.588266656497335,1.4625818123561474,-1.2938698102195538,71,1,chevrolet impala
-1.217322410566382,8,1.9811493354756204,1.8498449604309355,1.763700637347628,-1.4751810504376317,71,1,pontiac catalina brougham
-1.217322410566382,8,1.51121478048428,1.2743726917770142,1.3976346148089651,-0.7499360895653204,71,1,ford galaxie 500
-1.217322410566382,8,1.1947282434492954,1.195899200596934,1.3291448428501185,-0.9312473297833982,71,1,plymouth fury iii
-1.4732082875101975,8,1.8181108163969921,1.9806341123977358,2.343501982723381,-1.4751810504376317,71,1,dodge monaco (sw)
-1.3452653490382898,8,1.9811493354756204,1.7190558084641352,2.096702632044089,-1.2938698102195538,71,1,ford country squire (sw)
-1.3452653490382898,8,1.9811493354756204,1.8498449604309355,2.561960738109357,-1.2938698102195538,71,1,pontiac safari (sw)
-0.7055506566787513,6,0.6192981761129601,0.14958598486253155,-0.009948284759054586,-0.7499360895653204,71,1,amc hornet sportabout (sw)
-0.19377890279112028,4,-0.5123809563151661,-0.8444115700851508,-0.6641436927797617,1.2444875528335357,71,1,chevrolet vega (sw)
-0.5776077182068435,6,0.542574167134782,-0.11199231907106907,0.3679263191518232,-0.20600236891108692,71,1,pontiac firebird
-0.7055506566787513,6,0.542574167134782,-0.4258862837913898,0.1990636055291497,-0.38731360912916474,71,1,ford mustang
-0.0658359643192126,4,-0.6850099765160668,-0.47820194457810994,-0.8861450225774025,-0.5686248493472426,71,1,mercury capri 2000
